label,type,author,title,journal,year,volume,number,pages,month,abstract,doi,issn,eissn,unique_id,researcherid_numbers,orcid_numbers,note,article_number,organization,book_group_author,booktitle,series,isbn,screened_abstracts,comments,downloaded,extractable?,potential_figures,extracted,extraction_notes
X.WOS.000419710600001,article,"Gong, Jinnan and Wang, Ben and Jia, Xin and Feng, Wei and Zha, Tianshan and Kellomaki, Seppo and Peltola, Heli",Modelling the diurnal and seasonal dynamics of soil CO2 exchange in a semiarid ecosystem with high plant-interspace heterogeneity,BIOGEOSCIENCES,2018,15,1,115-136,9-Jan,"We used process-based modelling to investigate the roles of carbon-flux (C-flux) components and plant-interspace heterogeneities in regulating soil CO2 exchanges (F-S) in a dryland ecosystem with sparse vegetation. To simulate the diurnal and seasonal dynamics of F-S, the modelling considered simultaneously the CO2 production, transport and surface exchanges (e.g. biocrust photosynthesis, respiration and photodegradation). The model was parameterized and validated with multivariate data measured during the years 2013-2014 in a semiarid shrubland ecosystem in Yanchi, northwestern China. The model simulation showed that soil rewetting could enhance CO2 dissolution and delay the emission of CO2 produced from rooting zone. In addition, an ineligible fraction of respired CO2 might be removed from soil volumes under respiration chambers by lateral water flows and root uptakes. During rewetting, the lichen-crusted soil could shift temporally from net CO2 source to sink due to the activated photosynthesis of biocrust but the restricted CO2 emissions from subsoil. The presence of plant cover could decrease the root-zone CO2 production and biocrust C sequestration but increase the temperature sensitivities of these fluxes. On the other hand, the sensitivities of root-zone emissions to water content were lower under canopy, which may be due to the advection of water flows from the interspace to canopy. To conclude, the complexity and plant-interspace heterogeneities of soil C processes should be carefully considered to extrapolate findings from chamber to ecosystem scales and to predict the ecosystem responses to climate change and extreme climatic events. Our model can serve as a useful tool to simulate the soil CO2 efflux dynamics in dryland ecosystems.",10.5194/bg-15-115-2018,1726-4170,1726-4189,WOS:000419710600001,NA,NA,NA,NA,NA,NA,NA,NA,NA,excluded,CO2 exchange over time -- no temperature dependence,n,n,,,
X.WOS.A1996VD41000004,article,"Frolking, S and Goulden, ML and Wofsy, SC and Fan, SM and Sutton, DJ and Munger, JW and Bazzaz, AM and Daube, BC and Crill, PM and Aber, JD and Band, LE and Wang, X and Savage, K and Moore, T and Harriss, RC",Modelling temporal variability in the carbon balance of a spruce/moss boreal forest,GLOBAL CHANGE BIOLOGY,1996,2,4,343-366,AUG,"A model of the daily carbon balance of a black spruce/feathermoss boreal forest ecosystem was developed and results compared to preliminary data from the 1994 BOREAS field campaign in northern Manitoba, Canada. The model, driven by daily weather conditions, simulated daily soil climate status (temperature and moisture profiles), spruce photosynthesis and respiration, moss photosynthesis and respiration, and litter decomposition. Model agreement with preliminary field data was good for net ecosystem exchange (NEE), capturing both the asymmetrical seasonality and short-term variability. During the growing season simulated daily NEE ranged from -4 g C m(-2) d(-1) (carbon uptake by ecosystem) to +2 g C m(-2) d(-1) (carbon flux to atmosphere), with fluctuations from day to day. In the early winter simulated NEE values were +0.5 g C m(-2) d(-1), dropping to +0.2 g C m(-2) d(-1) in mid-winter. Simulated soil respiration during the growing season (+1 to +5 g C m(-2) d(-1)) was dominated by metabolic respiration of the live moss, with litter decomposition usually contributing less than 30\% and live spruce root respiration less than 10\% of the total. Both spruce and moss net primary productivity (NPP) rates were higher in early summer than late summer. Simulated annual NEE for 1994 was -51 g C m(-2) y(-1), with 83\% going into tree growth and 17\% into the soil carbon accumulation. Moss NPP (58 g C m(-2) y(-1)) was considered to be litter (i.e. soil carbon input; no net increase in live moss biomass). Ecosystem respiration during the snow-covered season (84 g C m(-2)) was 58\% of the growing season net carbon uptake. A simulation of the same site for 1968-1989 showed approximate to 10-20\% year-to-year variability in heterotrophic respiration (mean of +113 g C m(-2) y(-1)). Moss NPP ranged from 19 to 114 g C m(-2) y(-1); spruce NPP from 81 to 150 g C m(-2) y(-1); spruce growth (NPP minus litterfall) from 34 to 103 g C m(-2) y(-1); NEE ranged from +37 to -142 g C m(-2) y(-1). Values for these carbon balance terms in 1994 were slightly smaller than the 1969-89 means. Higher ecosystem productivity years (more negative NEE) generally had early springs and relatively wet summers; lower productivity years had late springs and relatively dry summers.",10.1111/j.1365-2486.1996.tb00086.x,1354-1013,1365-2486,WOS:A1996VD41000004,"Munger, J William/H-4502-2013 Fan, Song-Miao/A-8004-2008 Goulden, Michael L/B-9934-2008 Band, Lawrence/AAC-8992-2019 ","Munger, J William/0000-0002-1042-8452 Fan, Song-Miao/0000-0001-8352-8035 Crill, Patrick/0000-0003-1110-3059 Goulden, Michael/0000-0002-9379-3948 Band, Lawrence/0000-0003-0461-0503",NA,NA,NA,NA,NA,NA,NA,excluded,carbon balance -- not relevant,n,n,,,
X.WOS.000317158300039,article,"Su, Y. G. and Wu, L. and Zhou, Z. B. and Liu, Y. B. and Zhang, Y. M.","Carbon flux in deserts depends on soil cover type: A case study in the Gurbantunggute desert, North China",SOIL BIOLOGY \& BIOCHEMISTRY,2013,58,NA,332-340,MAR,"Carbon flux represents carbon uptake from or release to the atmosphere in desert ecosystems, yet the changing pattern of carbon flux in desert ecosystems and its dependence on soil cover type and rainfall amount are poorly understood. We measured net carbon fluxes (NCF) in soil with four cover types (moss crusted soil, cyanobacteria/lichen crusted soil, bareland and semishrub Ephedra distachya-inhabited site) from April to October of 2010 and 2011, and NCF and dark respiration (DR) after four rainfall amounts (0, 2, 5, and 15 mm) in cyanobacteria/lichen crusted soil, bareland and the E. distachya-inhabited site. NCF in the E. djstachya-inhabited site differed significantly from those of the other three soil cover types, while no difference was observed between the moss and cyanobacteria/ lichen crusted soils or between the two crusted soils and bareland on most measurement occasions. NCF ranged from 0.28 +/- 0.14 to 1.2 +/- 0.07 mu mol m(-2) s(-1) in the biologically crusted soils, and from 2.2 0.27 to 0.46 0.03 mu mol IT1-2 s(-1) at the E. distachya-inhabited site. Daily NCF in the biologically crusted soils and bareland showed carbon release at most times and total carbon production ranged from 48.8 5.4 gC m(-2) yr(-1) to 50.9 +/- 3.8 gC m(-2) yr(-1), while the E. distachya-inhabited site showed a total carbon uptake of 57.0 +/- 9.9 gC m(-2) yr(-1). Daily variances in NCF were well-explained by variances in surface soil temperature, and seasonal NCF showed a significant linear relationship with soil moisture in the two biologically crusted soils and bareland when soil volumetric water content was less than 3\%. Rainfall elicited intense carbon release in cyanobacteria/lichen crusted soil, bareland and at the E. distachya-inhabited site, and both NCF and DR were positive in the first two days after rainfall treatments. Mean NCF and DR were not different between rainfall amounts of 2, 5 and 15 mm in cyanobacteria/lichen crusted soil and bareland, while they were significantly higher after 15 mm rainfall treatment compared with 2 mm and 5 mm treatments at the E. distachya-inhabited site. Mean NCF and DR in the first two days increased logistically with rainfall amount. Based on our findings, we suggest that E. distachya-inhabited sites contribute to carbon uptake in the Gurbantunggute Desert, while biologically crusted soils exhibit carbon release for most of the year. Even though photosynthesis immediately following rainfall can be stimulated, carbon uptake effect in biologically crusted soil is likely intermittent and confined to periods when moisture is available. (C) 2012 Elsevier Ltd. All rights reserved.",10.1016/j.soilbio.2012.12.006,0038-0717,1879-3428,WOS:000317158300039,NA,NA,NA,NA,NA,NA,NA,NA,NA,excluded,carbon fluxes -- not relevant,n,n,,,
X.WOS.000294803600002,article,"Bowling, D. R. and Grote, E. E. and Belnap, J.","Rain pulse response of soil CO2 exchange by biological soil crusts and grasslands of the semiarid Colorado Plateau, United States",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,2011,116,NA,NA,8-Sep,"Biological activity in arid grasslands is strongly dependent on moisture. We examined gas exchange of biological soil crusts (biocrusts), the underlying soil biotic community, and the belowground respiratory activity of C-3 and C-4 grasses over 2 years in southeast Utah, USA. We used soil surface CO2 flux and the amount and carbon isotope composition (delta C-13) of soil CO2 as indicators of belowground and soil surface activity. Soil respiration was always below 2 mu mol m(-2) s(-1) and highly responsive to soil moisture. When moisture was available, warm spring and summer temperature was associated with higher fluxes. Moisture pulses led to enhanced soil respiration lasting for a week or more. Biological response to rain was not simply dependent on the amount of rain, but also depended on antecedent conditions (prior moisture pulses). The short-term temperature sensitivity of respiration was very dynamic, showing enhancement within 1-2 days of rain, and diminishing each day afterward. Carbon uptake occurred by cyanobacterially dominated biocrusts following moisture pulses in fall and winter, with a maximal net carbon uptake of 0.5 mu mol m(-2) s(-1), although typically the biocrusts were a net carbon source. No difference was detected in the seasonal activity of C-3 and C-4 grasses, contrasting with studies from other arid regions (where warm-versus cool-season activity is important), and highlighting the unique biophysical environment of this cold desert. Contrary to other studies, the delta C-13 of belowground respiration in the rooting zone of each photosynthetic type did not reflect the delta C-13 of C-3 and C-4 physiology.",10.1029/2011JG001643,2169-8953,2169-8961,WOS:000294803600002,NA,NA,NA,G03028,NA,NA,NA,NA,NA,excluded,"not relevant -- rain pulse, no temperature ",n,n,,,
X.WOS.000613654700001,article,"Min, Elizabeth and Wilcots, Megan E. and Naeem, Shahid and Gough, Laura and McLaren, Jennie R. and Rowe, Rebecca J. and Rastetter, Edward B. and Boelman, Natalie T. and Griffin, Kevin L.",Herbivore absence can shift dry heath tundra from carbon source to sink during peak growing season,ENVIRONMENTAL RESEARCH LETTERS,2021,16,2,NA,FEB,"In arctic tundra, large and small mammalian herbivores have substantial impacts on the vegetation community and consequently can affect the magnitude of carbon cycling. However, herbivores are often absent from modern carbon cycle models, partly because relatively few field studies focus on herbivore impacts on carbon cycling. Our objectives were to quantify the impact of 21 years of large herbivore and large and small herbivore exclusion on carbon cycling during peak growing season in a dry heath tundra community. When herbivores were excluded, we observed a significantly greater leaf area index as well as greater vascular plant abundance. While we did not observe significant differences in deciduous dwarf shrub abundance across treatments, evergreen dwarf shrub abundance was greater where large and small herbivores were excluded. Both foliose and fruticose lichen abundance were higher in the large herbivore, but not the small and large herbivore exclosures. Net ecosystem exchange (NEE) likewise indicated the highest carbon uptake in the exclosure treatments and lowest uptake in the control (CT), suggesting that herbivory decreased the capacity of dry heath tundra to take up carbon. Moreover, our calculated NEE for average light and temperature conditions for July 2017, when our measurements were taken, indicated that the tundra was a carbon source in CT, but was a carbon sink in both exclosure treatments, indicating removal of grazing pressure can change the carbon balance of dry heath tundra. Collectively, these findings suggest that herbivore absence can lead to changes in plant community structure of dry heath tundra that in turn can increase its capacity to take up carbon.",10.1088/1748-9326/abd3d0,1748-9326,NA,WOS:000613654700001,NA,"Naeem, Shahid/0000-0002-6569-2648 Wilcots, Megan/0000-0002-0383-4065 McLaren, Jennie/0000-0003-2004-4783 Griffin, Kevin/0000-0003-4124-3757 Rowe, Rebecca/0000-0002-0492-568X Min, Elizabeth/0000-0001-7889-6693 Gough, Laura/0000-0002-9312-7910",NA,24027,NA,NA,NA,NA,NA,excluded,not relevant -- herbivory,n,n,,,
X.WOS.000176022200007,article,"Stark, S and Strommer, R and Tuomi, J",Reindeer grazing and soil microbial processes in two suboceanic and two subcontinental tundra heaths,OIKOS,2002,97,1,69-78,APR,"In oceanic, nutrient-rich Fermoscandian arctic-alpine tundra heaths, grazing by reindeer has been found to increase herbs and graminoids in relation to dwarf shrubs. In continental lichen heaths in the inland with nutrient-poor conditions, however, slowly decomposable dwarf shrubs are favoured by grazing. According to a hypothesis, by favouring easily decomposing plants in nutrient-rich conditions and slowly decomposing plants in nutrient-poor conditions, herbivory enhances soil nutrient cycling in nutrient-rich and retards it in nutrient-poor areas. We tested this hypothesis by comparing the impact of reindeer grazing on soil C and N mineralization between two oceanic and two continental arctic-alpine tundra heaths. Although soil respiration and microbial metabolic activity were enhanced by grazing in the suboceanic but not in the subcontinental tundra heaths, gross N mineralization rates were higher in the grazed areas in soils from all study sites, indicating that reindeer grazing leads to increased rates of nutrient cycling in both nutrient-poor and nutrient-rich tundra heaths. Thus, in the subcontinental tundra heaths, the increase in soil N concentrations due to mammalian waste products enhances N mineralization rates, even though the organic C quality is not improved by reindeer grazing. There was some site-specific variation in the strength of the reindeer effects on various microbial processes and soil properties, which can be related to spatial variation in grazing intensity and timing, as these factors in turn affect the nutrient sink strength of the vegetation.",10.1034/j.1600-0706.2002.970107.x,0030-1299,1600-0706,WOS:000176022200007,"Stark, Sari/L-4440-2013",NA,NA,NA,NA,NA,NA,NA,NA,excluded,reindeer grazing -- not relevant,n,n,,,
X.WOS.000297084700007,article,"Hill, Paul W. and Farrell, Mark and Roberts, Paula and Farrar, John and Grant, Helen and Newsham, Kevin K. and Hopkins, David W. and Bardgett, Richard D. and Jones, Davey L.",Soil- and enantiomer-specific metabolism of amino acids and their peptides by Antarctic soil microorganisms,SOIL BIOLOGY \& BIOCHEMISTRY,2011,43,12,2410-2416,DEC,"Most nitrogen (N) enters many Arctic and Antarctic soil ecosystems as protein. Soils in these polar environments frequently contain large stocks of proteinaceous organic matter, which has decomposed slowly due to low temperatures. In addition to proteins, considerable quantities of D-amino acids and their peptides enter soil from bacteria and lengthy residence times can lead to racemisation of L-amino acids in stored proteins. It has been predicted that climate warming in polar environments will lead to increased rates of soil organic N turnover (i.e. amino acids and peptides of both enantiomers). However, our understanding of organic N breakdown in these soils is very limited. To address this, we tested the influence of chain length and enantiomeric composition on the rate of breakdown of amino acids and peptides in three contrasting tundra soils formed under the grass, moss or lichen-dominated primary producer communities of Signy Island in the South Orkney Islands. Both D- and L-enantiomers of the amino acid monomer were rapidly mineralized to CO2 at rates in line with those found for L-amino acids in many other terrestrial ecosystems. In all three soils, L-peptides were decomposed faster than their amino acid monomer, suggesting a different route of microbial assimilation and catabolism. D-peptides followed the same mineralization pattern as L-peptides in the two contrasting soils under grass and lichens, but underwent relatively slow decomposition in the soil underneath moss, which was similar to the soil under the grass. We conclude that the decomposition of peptides of L-amino acids may be widely conserved amongst soil microorganisms, whereas the decomposition of peptides of D-amino acids may be altered by subtle differences between soils. We further conclude that intense competition exists in soil microbial communities for the capture of both peptides and amino acids produced from protein breakdown. (C) 2011 Elsevier Ltd. All rights reserved.",10.1016/j.soilbio.2011.08.006,0038-0717,NA,WOS:000297084700007,"Jones, Davey/AAD-6037-2020 jones, davey/AAN-5606-2020 Roberts, Paula/B-4564-2011 Hill, Paul W/C-2944-2013 Jones, Davey L/C-7411-2011 Farrell, Mark/C-3676-2011 ","Jones, Davey/0000-0002-1482-4209 Roberts, Paula/0000-0003-3742-1856 Jones, Davey L/0000-0002-1482-4209 Farrell, Mark/0000-0003-4562-2738 Hopkins, David/0000-0003-0953-8643",NA,NA,NA,NA,NA,NA,NA,excluded,not relevant -- biochemistry study with no temp stated,n,n,,,
X.WOS.000659363100007,article,"Zarubina, V, Liliya and Khamitov, Renat S.",SEASONAL GROWTH OF SCOTS PINE UNDER THE CONDITIONS OF WATER-LOGGED SOILS OF THE NORTH,LESNOY ZHURNAL-FORESTRY JOURNAL,2021,NA,3,86-100,NA,"The seasonal rhythm of height growth of young shoots of Scots pine growing in a 33-year-old shrubby-sphagnum pine forest of the northern taiga natural-climatic zone has been studied in a complex with the main physiological processes. The possibility of regulating their intensity by additional introduction of nitrogen fertilizer has been determined. It has been found that on hydromorphic excessively wet soils of the North, seasonal height growth of pine occurs with a maximum rate in late June and early July, when air temperature rises and the root system is released from excessive moisture. Unlike lichen pine forests, in which pine roots are not affected by flooding, on hydromorphic peat soils pine grows much slower and during the growing season has less intensive physiological processes. The low rate of shoot growth and physiological processes in pine in sphagnum forest site conditions is explained by dysfunction of its root system as a result of soil anoxia caused by flooding, as well as by insufficient supply of growing shoots with macronutrients from the crown as a result of violation of their normal outflow and movement in the tree. Nitrogen fertilizers positively affect growth and physiological processes in pine trees in sphagnum forest types. However, their effect in these forest site conditions is much weaker than in the dry lichen forests of the Far North. On water-logged peat soils under the influence of nitrogen fertilizer seasonal height growth of pine trees increases by 20 \%, the duration of seasonal shoot growth increases by 8-10 days, the intensity of photosynthesis increases significantly, and, as a result of reduced water consumption for transpiration, the tree water regime normalizes and the transpiration productivity increases. These positive nitrogen-induced changes ultimately improve the viability and productivity of sphagnum pine forests.",10.37482/0536-1036-2021-3-86-100,0536-1036,NA,WOS:000659363100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,excluded,"forest tree growth, not really a test of lichen ",n,n,,,
X.WOS.000359679000007,article,"Koster, Kajar and Berninger, Frank and Koster, Egle and Pumpanen, Jukka",Influences of reindeer grazing on above- and belowground biomass and soil carbon dynamics,ARCTIC ANTARCTIC AND ALPINE RESEARCH,2015,47,3,495-503,AUG,"Reindeer (Rangifer tarandus L.) are the most important large mammalian herbivores in Lapland, strongly affecting the dynamics of vegetation by grazing and trampling, and this is likely in turn to have consequences for the soil processes. We have investigated the changes occurring in above-and belowground biomasses, and soil C dynamics (CO2 efflux, soil C content, soil microbial biomass) among areas grazed and not grazed by reindeer. Our study areas are located in the northern boreal subarctic coniferous forest (undisturbed Scots pine {[}Pinus sylvestris L.] forests that are naturally lichen-dominated). Our study showed that grazing by reindeer decreased the biomass and cover of lichens in the area significantly. Also the tree regeneration was affected by grazing, as we had much less tree regeneration in the grazed areas. In subarctic mature pine forest, grazing did not affect the soil temperature or the soil moisture. We found no statistically significant effect of grazing on the soil CO2 efflux, soil C stock, and the soil microbial C biomass. Soil microbial N biomass was significantly lower in the grazed areas compared to the non-grazed areas. Our results indicate that in the northern boreal subarctic coniferous forests, grazing by reindeer can be considered as ``C neutral.{''",10.1657/AAAR0014-062,1523-0430,1938-4246,WOS:000359679000007,"Pumpanen, Jukka/B-1254-2012 Koster, Egle/AAH-8618-2021 Berninger, Frank/A-8891-2010 Koster, Kajar/C-8397-2012","Pumpanen, Jukka/0000-0003-4879-3663 Berninger, Frank/0000-0001-7718-1661 Koster, Kajar/0000-0003-1988-5788",NA,NA,NA,NA,NA,NA,NA,excluded,reindeer grazing -- not relevant,n,n,,,
X.WOS.000082549100005,article,"Berner, RA and Rao, JL and Chang, S and O'Brien, R and Keller, CK",Seasonal variability of adsorption and exchange equilibria in soil waters,AQUATIC GEOCHEMISTRY,1998,4,2,273-290,NA,"Chemical analyses for major ions have been conducted on waters, collected on an approximately weekly basis over the period April, 1993 to November, 1996, that drain three small experimental ecosystems ({''}sandboxes{''}) at Hubbard Brook, New Hampshire. One sandbox is planted with pine trees, another with grass, and the third is left ``bare{''} (actually it is covered sporadically by bryophytes and lichens). Results show linear correlations, independent of discharge, between the concentrations of dissolved Na+ and K+ on the one hand and Ca++ and Mg++ on the other for all three sandboxes. No correlations between singly charged and doubly charged cations were found. These correlations are interpreted to represent cation exchange equilibria between soil waters and clay minerals plus soil organic matter. The correlation slope, representing the exchange constant, for Na vs K is different for the pine-covered sandbox than for the other two whereas for Ca vs Mg the correlation is independent of the presence or absence of trees. We interpret this as representing a shift of cation exchange equilibria in the pine sandbox by the activities of growing trees. Concentrations of Na, K, Ca, Mg, and H4SiO4 from the barren and grass-lined sandboxes were found to vary seasonally with a marked sinusoidal pattern which was independent of the discharge from each sandbox. (The discernment of a similar pattern in the tree lined sandbox was difficult due to a lack of discharge over much of the year.) Concentration maxima occurred in August and minima in February, and there is a close parallelism with soil temperature. We interpret this as representing temperature induced variations in cation exchange equilibria and silica adsorption. Independence from highly varying water discharge, e.g.,. that accompanying severe rainstorms, indicates rapidly re-attained equilibrium. Variations in the concentrations of cations are likely due to exchange with unmeasured cations, probably H+ or dissolved Al species, as a result of possible seasonal changes in internal acid production and external input of acid rain to the sandboxes. Internal production may represent a response to seasonal changes in respiration rate as it responds to seasonally varying temperature. Added to this is the effect of temperature on exchange equilibrium. Seasonal variations in dissolved silica are most likely due to the dependence of adsorption/desorption equilibria on temperature. The temperature dependence of a number of silica-consuming reactions are consistent with the measured values.",10.1023/A:1009680430757,1380-6165,NA,WOS:000082549100005,"Keller, C/B-3205-2012",NA,NA,NA,NA,NA,NA,NA,NA,excluded,not relevant,n,n,,,
X.WOS.000333080400024,article,"Trudeau, Noemie Cliche and Garneau, Michelle and Pelletier, Luc","Interannual variability in the CO2 balance of a boreal patterned fen, James Bay, Canada",BIOGEOCHEMISTRY,2014,118,3-Jan,371-387,APR,"During 2 years (2009, 2010), CO2 fluxes were measured in an oligotrophic fen located at the ecotonal limit of forest tundra and lichen woodland, in northeastern Canada. Peatlands in this region have registered a rise in surface moisture since Little Ice Age, allowing an increase in their pool size and density. In the studied peatland, 83 \% of the surface is covered either with pools (42 \%), hollows (28 \%) and lawns (13 \%) all of which present a mean water table higher than 7 cm. We evaluated how these conditions might influence the CO2 balance in these poor fens located in the northeastern section of the La Grande river watershed. During the two years measurements, results indicate a net CO2 source with 404 (+/- 287) and 272 (+/- 250) g CO2 m(-2) year(-1) emitted to the atmosphere throughout the growing seasons and winters. Modeled wintertime net ecosystem exchange resulted in a net loss of 150 (+/- 36) and 150 (+/- 37) g CO2 m(-2) year(-1) in 2009 and 2010 respectively, while 248 (+/- 248) and 124 (+/- 195) g CO2 m(-2) was emitted during 2009 and 2010 growing seasons. This high CO2 source can be attributed to three factors: (1) the length of the cold season which represented 210-214 days of net CO2 loss (2) a high pool/vegetated surface ratio since pools are a net source of CO2 and presented 38-40 \% of the annual spatially weighted CO2 budget and (3) hydroclimatic conditions during the growing season as dryer and warmer conditions in 2009 reduced photosynthesis and increased respiration rates.",10.1007/s10533-013-9939-9,0168-2563,1573-515X,WOS:000333080400024,NA,NA,NA,NA,NA,NA,NA,NA,NA,excluded,CO2 fluxes across forest over time -- not temp dependence ,n,n,,,
X.WOS.000079925600031,article,"Lafleur, PM",Growing season energy and CO2 exchange at a subarctic boreal woodland,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,1999,104,D8,9571-9580,27-Apr,"Measurements of net ecosystem exchange (NEE) of CO2 were made via the eddy covariance technique over a boreal treeline woodland near Churchill, Manitoba, Canada during the growing season of 1997. Precipitation and temperature deviated only slightly from long-term normals and energy balance measurements were similar to those in other years. The mean daily Bowen ratio was 1.16 +/-0.12 (S.E.) and mean daily evaporation was 1.8 +/-0.19 (S.E.) mm. Mean daily energy balance closure was 0.92 +/-0.036 (S.E.). A curvilinear relationship was used to model the relationship between half-hourly NEE and photosynthetically active radiation, yielding r(2) of 0.51; Poor relationships were found between nighttime ecosystem respiration and air and soil temperatures. The best fit was found for in-canopy air temperature using average nighttime data (r(2)=0.20). Daily NEE showed a seasonal trend with the peak uptake (6.2 g CO2 m(-2) d(-1)) occurring in late July. The mean daily NEE was an uptake of 1.7 g CO2 m(-2) d(-1). Accumulated NEE estimated for the 90-day measurement period was between 86 and 151 g CO2 m(-2). CO2 fluxes were found to be considerably smaller than for central and southern boreal forest sites and only slightly larger than tundra sites.",10.1029/1999JD900047,2169-897X,2169-8996,WOS:000079925600031,NA,NA,NA,NA,NA,NA,NA,NA,NA,excluded,co2 fluxes -- not relevant,n,n,,,
X.WOS.A1997WP99500002,article,"Zotz, G and Budel, B and Meyer, A and Zellner, H and Lange, OL",Water relations and CO2 exchange of tropical bryophytes in a lower montane rain forest in Panama,BOTANICA ACTA,1997,110,1,17-Sep,FEB,"For 6 tropical bryophytes, measurements of the diel courses in water status and net CO2 exchange were made in a submontane tropical rain forest in Panama. In addition, the response of gas exchange to changes in photon flux density (PPFD) and thallus water content (WC) was studied under controlled conditions. Diel variation of WC was pronounced, and both low and high WC limited carbon gain considerably. Low PPFD, e.g. during rain storms, was less important in limiting CO2 exchange. More than half of the mean diurnal carbon gain of 2.9 mg C per g thallus carbon was lost during the night as respiration. Assuming that the average 24-h carbon gain was representative for the entire year, we estimated the net annual primary productivity of the mosses and liverworts to be 45\% of the initial plant carbon content.",10.1111/j.1438-8677.1997.tb00605.x,0932-8629,NA,WOS:A1997WP99500002,"Zotz, Gerhard/Q-5365-2018","Zotz, Gerhard/0000-0002-6823-2268",NA,NA,NA,NA,NA,NA,NA,excluded,not relevant -- bryophytes,n,n,,,
X.WOS.000316614200006,article,"Bader, Maaike Y. and Reich, Theresa and Wagner, Sebastian and Gonzalez Gonzalez, A. Steve and Zotz, Gerhard",Differences in desiccation tolerance do not explain altitudinal distribution patterns of tropical bryophytes,JOURNAL OF BRYOLOGY,2013,35,1,47-56,NA,"Bryophyte biomass and diversity vary strongly with altitude in the tropics. Low abundance and low species numbers in lowland rain forests are most likely due to reduced diurnal activity times combined with high nocturnal respiration rates at high temperatures. This may exclude many montane species from the warm lowlands. However, an alternative hypothesis explains the observed pattern, namely a limited desiccation tolerance of montane species, precipitation being more concentrated but less frequent in most lowland forests compared to montane cloud forests. To test this hypothesis, we studied the desiccation tolerance of four montane and four lowland bryophyte species. The effects of prolonged drought were quantified with chlorophyll fluorescence (F-v/F-m) and the extent of electrolyte leakage. Both montane and lowland species survived dry periods of >= 80 days, which far exceeds the duration of dry periods in the wet lowland tropics. We can thus exclude intolerance to long dry spells as an explaination for the absence of the tested montane species in the lowlands. We should continue to focus on other mechanisms to explain the altitudinal gradient of bryophyte abundance and diversity in the tropics, in order to understand this pattern, as well as to predict future trends under climatic warming.",10.1179/1743282012Y.0000000033,0373-6687,1743-2820,WOS:000316614200006,"Zotz, Gerhard/Q-5365-2018 Bader, Maaike/M-7998-2013 Bader, Maaike/AAG-4451-2019","Zotz, Gerhard/0000-0002-6823-2268 Bader, Maaike/0000-0003-4300-7598 Bader, Maaike/0000-0003-4300-7598",NA,NA,NA,NA,NA,NA,NA,excluded,dessication tolerance -- not relevant ,n,n,,,
X.WOS.000334099700017,article,"Munir, T. M. and Xu, B. and Perkins, M. and Strack, M.",Responses of carbon dioxide flux and plant biomass to water table drawdown in a treed peatland in northern Alberta: a climate change perspective,BIOGEOSCIENCES,2014,11,3,807-820,NA,"Northern peatland ecosystems represent large carbon (C) stocks that are susceptible to changes such as accelerated mineralization due to water table lowering expected under a climate change scenario. During the growing seasons (1 May to 31 October) of 2011 and 2012 we monitored CO2 fluxes and plant biomass along a microtopographic gradient (hummocks- hollows) in an undisturbed dry continental boreal treed bog (control) and a nearby site that was drained (drained) in 2001. Ten years of drainage in the bog significantly increased coverage of shrubs at hummocks and lichens at hollows. Considering measured hummock coverage and including tree incremental growth, we estimate that the control site was a sink of -92 in 2011 and -70 g C m(-2) in 2012, while the drained site was a source of 27 and 23 g C m-2 over the same years. We infer that, drainage-induced changes in vegetation growth led to increased biomass to counteract a portion of soil carbon losses. These results suggest that spatial variability (microtopography) and changes in vegetation community in boreal peatlands will affect how these ecosystems respond to lowered water table potentially induced by climate change.",10.5194/bg-11-807-2014,1726-4170,1726-4189,WOS:000334099700017,"Munir, Tariq M/I-6886-2012 ","Munir, Tariq M/0000-0002-4591-0978 Perkins, Mendel/0000-0001-6767-2707 Strack, Maria/0000-0002-8996-7271",NA,NA,NA,NA,NA,NA,NA,excluded,not relevant -- peatland and water flux observations ,n,n,,,
